title,image,ingredients,instructions,nutrition_info,clean_ingredients
Kangkong with Bagoong Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/05/Kang-Kong-with-Bagoong2.jpg,"['▢ 1 bunch Chinese Kang kong chopped into 5 inch pieces', '▢ 1/2 tablespoon sesame oil', '▢ 1/4 teaspoon fish sauce patis', '▢ 1/4 cup ginisang bagoong', '▢ 4 to 6 cups water for boiling', '▢ 4 to 6 cups ice water', '▢ 12 pieces ice cubes', '▢ Cooking Procedure']","['Pour water in a cooking pot and let boil.', 'Put-in kangkong and cook for 3 to 4 minutes.', 'Pour ice water and add ice cubes in a large bowl.', 'Transfer the vegetable from the cooking pot to the large bowl with cold water. Let it stay for 3 minutes. Drain.', 'Combine sesame oil and fish sauce. Brush the kang kong leaves with this mixture.', 'Transfer to a serving plate. Serve with bagoong.', 'Share and enjoy!']",,"['ice water', 'fish sauce patis', 'Chinese Kang kong inch', 'water for boiling', 'sesame oil', 'ice', 'Cooking Procedure', 'ginisang bagoong']"
Green Bean Casserole Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/04/Green-Bean-Casserole.jpg,"['▢ 2 14.5 ounce can green beans', '▢ 1 3/4 ounce can condensed cream of mushroom soup', '▢ 1 1/2 cups French fried onions', '▢ 1/2 cup sour cream', '▢ 1/4 cup milk', '▢ 1/4 teaspoon ground black pepper', '▢ 1/4 teaspoon salt']","['Preheat oven to 350 degrees Fahrenheit.', 'In a large bowl. Combine cream of mushroom, sour cream, milk, pepper, and salt.Mix well.', 'Add-in beans and 3/4 cups of fried onions. Mix gently and arrange the mixture in a baking pan.', 'Bake for 20 minutes.', 'Remove from the oven and arrange the remaining fried onions on top. Bake for another 8 to 10 minutes.', 'Remove from the oven and serve.', 'Share and enjoy!']",,"['condensed cream mushroom soup', 'sour cream', 'ground black pepper', 'French fried onions', 'green beans', 'salt', 'milk']"
Baked Garlic Parmesan French Fries,https://panlasangpinoy.com/wp-content/uploads/2012/03/Fries.jpg,"['▢ 3 pieces baking potatoes cleaned and sliced into strips', '▢ 3 1/2 tablespoons extra virgin olive oil', '▢ 2 tablespoons garlic powder', '▢ 1 teaspoon sea salt', '▢ 3 tablespoons dried parsley', '▢ 3 tablespoons Parmesan cheese']","['Preheat oven to 400 degrees Fahrenheit.', 'In a large bowl, combine potato, 1/2 teaspoon salt, garlic powder, and olive oil. Gently mix the all the ingredients.', 'Arrange the potatoes in a baking tray. Place inside the oven. Bake for 35 minutes. Note: try to flip the fries in the process to so cook then evenly.', 'Put the fries back into the bowl. Sprinkle Parmesan cheese, parsley, and remaining salt. Toss.', 'Arrange in the same baking tray, and then bake for another 8 to 12 minutes.', 'Remove from the oven. Transfer to a serving plate.', 'Serve. Share and enjoy!']",,"['garlic powder', 'extra virgin olive oil', 'parsley', 'Parmesan cheese', 'sea salt', 'baking potatoes']"
Creamy Veggie Lasagna,https://panlasangpinoy.com/wp-content/uploads/2012/03/Creamy-Veggie-Lasagna.jpg,"['▢ 1 pack lasagna  9 ounce, cooked according to package instructions', '▢ 3 cups broccoli chopped', '▢ 3 cups white mushrooms sliced', '▢ 1 cup carrots thinly sliced', '▢ 5 tablespoons all-purpose flour', '▢ 3 1/4 cups milk', '▢ 1 cup Parmesan cheese grated', '▢ 2 tablespoons butter', '▢ 15 ounces ricotta cheese', '▢ 1 1/2 cups mozzarella cheese shredded', '▢ 1 pinch nutmeg', '▢ 1 teaspoon salt']","['Combine broccoli, mushrooms, and carrots in a large glass bowl. Microwave for 5 minutes. Set aside.', 'Melt the butter in a saucepan. Gradually add-in flour and cook until light brown..', 'Gently stir-in the milk. Cook while stirring until the texture thickens. Add-in nutmeg and salt. Stir and turn off heat. This is now your bechamel sauce.', 'Preheat oven to 350 degrees Fahrenheit.', 'Prepare a wide rectangular baking pan. Start setting-up your masterpiece by spreading the bechamel sauce on the pan. Arrange a layer of lasagna noodles, followed by another layer of vegetables. Sprinkle some mozzarella, Parmesan, and ricotta cheese on top, and then pour-in some bechamel sauce. Create another layer of lasagna noodles. Continue doing the process until you are able to fill your pan. Make sure that the last layer is made-up of lasagna noodles topped with parmesan cheese.', 'Cover the rectangular pan with aluminum foil. Bake for 25 to 35 minutes.', 'Remove the foil and bake for another 10 minutes.', 'Remove from the oven and let cool.', 'Serve. Share and enjoy!']",,"['carrots', 'white mushrooms', 'broccoli', 'Parmesan cheese', 'mozzarella cheese', 'nutmeg', 'lasagna cooked according package instructions', 'butter', 'salt', 'milk', 'ricotta cheese', 'all-purpose flour']"
Sauteed Brussels Sprouts with Bacon Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/02/Sauteed-Brussel-Sprouts-with-Bacon.jpg,"['▢ 1 lb. Brussels sprouts cleaned and cut into half', '▢ 5 strips bacon chopped', '▢ 1 medium yellow onion sliced', '▢ 2 tablespoons olive oil', '▢ Salt and pepper to taste']","['Heat olive oil in a pan.', 'Put-in bacon and cook until the texture becomes crisp.', 'Add onions and Brussels sprouts and saute for 4 to 8 minutes.', 'Sprinkle some salt and pepper to taste.', 'Serve. Share and enjoy!']",,"['olive oil', 'bacon', 'yellow onion', 'Salt pepper', 'Brussels sprouts half']"
Spicy Laing Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/10/Spicy-Laing1.jpg,"['▢ 1 pack 4 ounces dried taro leaves', '▢ 1/2 lb pork belly thinly sliced', '▢ 3/4 cup salted dried fish daing, shredded', '▢ 2 cups coconut milk', '▢ 4 cups coconut cream', '▢ 15 pieces Thai chili', '▢ 1 medium onion sliced', '▢ 5 cloves garlic crushed', '▢ 2 tablespoons ginger sliced into strips', '▢ 2 pieces long green chili', '▢ salt and pepper to taste']","['Combine pork, dried fish, garlic, onion, ginger, coconut milk, and coconut cream in a cooking pot.', 'Apply heat and let boil.', 'Add the dried taro leaves and Thai chili (do not stir). Simmer until the liquid almost dries out. Note: This will take about 40 to 50 minutes. When you notice a strong scent of coconut, this can be a sign that its ready.', 'Put-in the long green chili, salt, and pepper. Gently stir the ingredients and cook for another 3 minutes.', 'Transfer to a serving plate.', 'Serve. Share and enjoy!']",,"['onion', 'coconut milk', 'ginger', 'pork belly', 'garlic', 'salt pepper', 'coconut cream', 'long green chili', 'Thai chili', 'taro leaves', 'salted fish daing']"
Ham and Potato Soup Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/02/Ham-and-Potato-Soup.jpg,"['▢ 1 cup cooked ham diced', '▢ 3 cups potatoes diced', '▢ 1/2 cup celery minced', '▢ 1 medium onion minced', '▢ 3 1/2 cups chicken broth', '▢ 2 cups fresh milk', '▢ 1/4 cup all purpose flour', '▢ 6 tablespoons butter', '▢ Salt and pepper to taste', '▢ 1 tablespoon spring onions chopped (for garnish)']","['Melt 2 tablespoons butter in a cooking pot.', 'When the butter is hot, add ham. Cook for 1 minute.', 'Put-in potato, onion, and celery. Cook for 1 to 2 minutes.', 'Pour-in chicken broth. Let boil. Simmer for 15 minutes.', 'Meanwhile, melt the remaining butter in a saucepan.', 'Gradually whisk-in flour. Stir until the mixture thickens.', 'Slowly pour milk while continuously stirring. Cook (while stirring) until the texture becomes thick. Set aside.', 'Pour the milk and flour mixture on the cooking pot where the ham and potatoes are. Add salt and pepper. Stir and simmer for 5 to 8 minutes.', 'Transfer to a bowl and garnish with spring onion.', 'Serve. Share and enjoy!']",,"['onion', 'all purpose flour', 'cooked ham', 'Salt pepper', 'spring onions', 'potatoes', 'celery', 'butter', 'chicken broth', 'milk']"
Stir Fry Tofu with Vegetables,https://panlasangpinoy.com/wp-content/uploads/2012/01/Stir-Fry-Tofu-with-Vegetables.jpg,"['▢ 14 ounces extra firm tofu cubed', '▢ 1 piece carrot sliced', '▢ 1/2 lb snow peas', '▢ 1 piece onion  sliced', '▢ 1/2 lb crimini mushrooms sliced', '▢ 1/2 tablespoon cornstarch  diluted in 1/2 cup vegetable broth', '▢ 1 cup vegetable oil', '▢ 1 tablespoon soy sauce', '▢  Salt and pepper to taste']","['Deep fry the tofu until medium brown (about 5 to 8 minutes). Set aside.', 'Heat a pan and pour-in 1 tablespoon cooking oil.', 'Sauté onion.', 'Add the fried tofu and stir-fry for 3 minutes.', 'Add all the vegetables and stir fry for 3 to 5 minutes.', 'Put-in soy sauce, salt, and pepper.', 'Pour-in vegetable broth with cornstarch. Cook until the sauce thickens.', 'Transfer to a serving plate.', 'Serve. Share and enjoy!']",,"['onion', 'carrot', 'vegetable oil', 'snow peas', 'Salt pepper', 'crimini mushrooms', 'cornstarch diluted in vegetable broth', 'extra firm tofu', 'soy sauce']"
Garlic Sesame Spinach Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/01/Sauteed-Spinach-with-Garlic.jpg,"['▢ 1/2 lb fresh spinach cleaned', '▢ 1 teaspoon sesame oil', '▢ 1 tablespoon olive oil', '▢ 2 cloves garlic minced', '▢ 1/2 teaspoon salt']","['Heat a pan. Pour-in olive and sesame oils.', 'Put-in the garlic after a few seconds. Make sure that the oils are not too hot, yet. This will prevent the garlic from browning.', 'Add the spinach. Cook for a few minutes while stirring once in awhile.', 'Sprinkle salt. Stir.', 'Transfer to a serving plate and serve.', 'Share and enjoy!']",,"['olive oil', 'garlic', 'sesame oil', 'salt', 'spinach']"
Bulanglang Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/01/Bulanglang.jpg,"['▢ 1 piece small Green Papaya sliced', '▢ 2 cups calabaza squash sliced', '▢ Loofah Patola, sliced', '▢ Lemongrass Optional', '▢ 3 medium tomatoes sliced', '▢ 10 to 15 small Okra', '▢ 1 cup malunggay moringa leaves', '▢ 4 cloves garlic lightly crushed', '▢ 1 thumb ginger chopped', '▢ 1 to 2 teaspoons salt', '▢ 4 to 6 cups rice Washing']","['Heat a cooking pot and pour-in rice washing. Let boil.', 'Add garlic, ginger, and lemongrass. Boil for 5 to 7 minutes.', 'Remove the lemongrass. Add papaya and calabaza squash. Boil for 6 minutes.', 'Add tomatoes, okra, and loofah. Cook for 3 to 4 minutes.', 'Put-in the malunggay and salt. Stir. Turn the heat off.', 'Transfer to a serving bowl and serve. Share and enjoy!']",,"['Lemongrass', 'thumb ginger', 'Okra', 'malunggay moringa leaves', 'Loofah Patola', 'garlic lightly', 'salt', 'calabaza squash', 'rice Washing', 'Green Papaya', 'tomatoes']"
Sweet Potato Leaves Salad Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/11/Sweet-Potato-Leaves-Salad1.jpg,"['▢ 1 large bunch sweet potato leaves stems removed and cleaned', '▢ 3 pieces medium tomatoes sliced', '▢ 1 thumb ginger shredded', '▢ 1 medium red onion sliced', '▢ 6 tablespoons sugar cane vinegar', '▢ 1/2 teaspoon white sugar', '▢ 1/2 teaspoon salt', '▢ 1/2 teaspoon ground black pepper', '▢ 2 cups water']","['Place water in a cooking pot and let boil.', 'Blanch the sweet potato leaves. This is done by putting the leaves in boiling water. Let it stay for about 20 to 30 seconds. Remove the leaves and submerge in a bowl of cold water for 30 seconds, and let dry.', 'In a large bowl, combine sweet potato leaves, tomatoes, ginger, onion, sugar, salt, pepper, and vinegar. Gently toss until all the ingredients are distributed.', 'Serve as an appetizer. Share and enjoy!']",,"['water', 'white sugar', 'thumb ginger', 'sugar cane vinegar', 'ground black pepper', 'red onion', 'salt', 'sweet potato leaves stems removed', 'tomatoes']"
Egg Roll Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/10/Egg-Rolls1.jpg,"['▢ 1 pound ground pork', '▢ 1 pack egg roll wrappers', '▢ 1 teaspoon ginger minced', '▢ 1 1/2 teaspoon garlic powder', '▢ 3 cups cooking oil for deep frying', '▢ 1 tablespoon cooking oil', '▢ 1 piece raw egg beaten', '▢ 2 cups cabbage shredded', '▢ 3/4 cups carrots shredded', '▢ 2 teaspoons light soy sauce']","['Heat 1 tablespoon of cooking oil in a pan.', 'Saute ginger and the ground pork. Cook until the pork turns light brown.', 'Add garlic powder, stir, and cook for a minute. Turn off heat and set aside.', 'In a large bowl, combine cabbage and carrots. Mix well and microwave for 5 minutes.', 'Combine cooked pork and cabbage mixture. Add soy sauce and mix.', 'Wrap the mixture using the egg roll wrappers. This is done by placing about a quarter cup of mixture on the middle of the wrapper. Fold the two corners and roll. Brush some beaten egg mixture on the last corner to seal the wrapper.', 'Heat 3 cups of cooking oil in a wok or a deep pan.', 'Deep fry the egg rolls in medium heat until the color turns golden brown.', 'Remove from the fryer and let excess oil drip.', 'Transfer to a serving plate. Serve with sweet and sour sauce.', 'Share and enjoy!']",,"['garlic powder', 'ginger', 'light soy sauce', 'carrots', 'cooking oil for deep frying', 'egg', 'cooking oil', 'ground pork', 'cabbage', 'egg roll wrappers']"
Cabbage Soup Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/10/Cabbage-Soup-Recipe.jpg,"['▢ 1 medium head cabbage cored and chopped', '▢ 1 medium onion sliced', '▢ 15 ounces organic tomato sauce', '▢ 3 cups low sodium chicken broth', '▢ 2 teaspoons garlic minced', '▢ 2 teaspoons extra virgin olive oil', '▢ Cooking Procedure']","['Heat the olive oil in a cooking pot, and then saute onion and garlic.', 'Add the cabbage, and then cook for a minute.', 'Pour-in the organic tomato sauce and low sodium chicken broth. Stir and let boil.', 'Simmer for 5 to 7 minutes.', 'Turn the heat off. Transfer to a serving bowl.', 'Serve. Share and enjoy!']",,"['onion', 'extra virgin olive oil', 'head cabbage cored', 'low sodium chicken broth', 'garlic', 'Cooking Procedure', 'organic tomato sauce']"
Baked Potato Skin Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/09/Baked-Potato-Skins1.jpg,"['▢ 4 to 5 large baking potatoes', '▢ 6 pieces cooked bacon strips crumbled', '▢ 1 1/2 cups sharp cheddar cheese grated', '▢ 2 tablespoons Parmesan cheese grated', '▢ 3/4 cup sour cream', '▢ 1/4 cup green onions chopped', '▢ 1/2 teaspoon salt', '▢ 1/2 teaspoon garlic powder', '▢ 2 tablespoons olive oil', '▢ 1/4 teaspoon paprika', '▢ 1/8 teaspoon ground black pepper']","['Preheat oven to 450 degrees Fahrenheit.', 'In a bowl, combine olive oil, salt, garlic powder, pepper, Parmesan cheese, and paprika. Mix well. Set aside', 'Slice the potatoes in half (lengthwise). Scrape the pulp until the thickness reaches about a quarter of an inch.', 'Brush the oil and spice mixture on each potato skin. Grease a baking tray, and arrange the potato skin.', 'Place inside the oven and bake each side for 8 to 9 minutes.', 'Remove from the oven and arrange crumbled bacon and sharp cheddar cheese in each potato skin.', 'Put-back in the oven and bake for 2 to 3 minutes more.', 'Remove from the oven and allow to cool down.', 'Put sour cream on top and garnish with chopped green onions.', 'Serve as an appetizer. Share and enjoy!']",,"['garlic powder', 'olive oil', 'Parmesan cheese', 'sour cream', 'cooked bacon crumbled', 'ground black pepper', 'baking potatoes', 'paprika', 'sharp cheddar cheese', 'salt', 'green onions']"
Eggplant Parmesan Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/10/Eggplant-Parmigiana.jpg,"['▢ 2 pieces eggplants peeled and sliced', '▢ 1/2 cup parmesan and Romano cheese grated', '▢ 1/2 cup bread crumbs', '▢ 6 ounces Mozarella cheese shredded', '▢ 2 1/2 cups marinara sauce1/2 teaspoon dried parsley flakes', '▢ 2 pieces raw eggs', '▢ 1 teaspoon garlic powder', '▢ 1 teaspoon salt', '▢ 1 teaspoon ground black pepper', '▢ 1/2 cup olive oil']","['In a bowl, combine bread crumbs, salt, pepper, and garlic powder. Mix well.', 'Heat the olive oil in a pan, and then fry both sides of the coated eggplants until the color turns medium brown. Set aside.', 'Dip the sliced eggplant on beaten eggs, and then on the bread crumb mixture. Place on a clean plate and set aside.', 'Preheat oven to 350 degrees Fahrenheit.', 'Spread 1/2 cup of marinara sauce on a rectangular baking pan.', 'Arrange the fried eggplants over the marinara sauce. Sprinkle some parmesan and Romano cheeses, and mozzarella cheese on top of the eggplants.', 'Create the second layer by spreading marinara sauce on top of the cheeses, and then arrange the remaining eggplants. Pour the remaining marinara sauce over the eggplants and sprinkle the remaining cheeses evenly.', 'Place in the oven and bake for 18 to 22 minutes.', 'Remove from the oven and let cool.', 'Serve. share and enjoy!']",,"['bread crumbs', 'garlic powder', 'olive oil', 'eggplants', 'eggs', 'parmesan Romano cheese', 'ground black pepper', 'marinara sauceteaspoon parsley flakes', 'salt', 'Mozarella cheese']"
Ginataang Langka with Dilis Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/10/Ginataang-Langka-with-Dilis1.jpg,"['▢ 20 ounces 2 cans unripe jack fruit; squeezed,and chopped', '▢ 1 large red onion minced', '▢ 1 tablespoon garlic minced', '▢ 4 pieces dried Thai chilies', '▢ 3 to 4 cups coconut milk', '▢ 3/4 cup dried anchovies dilis', '▢ 2 tablespoons cooking oil', '▢ 1 tablespoon fish sauce']","['Heat a pan and then and pour-in the cooking oil.', 'Pan-fry the dried anchovies for 2 minutes.', 'Pour-in the coconut milk. Bring to a boil.', 'Add the garlic and onions. Continue cooking for 4 minutes.', 'Add-in the jack fruit and chilli. Simmer for 20 minutes while occasionally stirring.', 'Put-in the fish sauce. Stir and continue simmering until dry.', 'Serve. Share and enjoy!']",,"['unripe jack fruit; squeezedand', 'Thai chilies', 'fish sauce', 'anchovies dilis', 'garlic', 'cooking oil', 'red onion', 'coconut milk']"
Stuffed Ampalaya Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/06/Stuffed-Ampalaya.jpg,"['▢ 2 pieces ampalaya about 1 to 12 inches each, cored and sliced about 2 inches', '▢ 1 lb ground pork', '▢ 1 medium onion minced', '▢ 3/4 cup carrots minced', '▢ 1 cup bread shredded', '▢ 1 teaspoon garlic powder', '▢ 1 teaspoon salt', '▢ 1/2 teaspoon ground black pepper', '▢ 1/2 teaspoon paprika', '▢ 1 piece raw egg']","['Preheat oven to 375 degrees Fahrenheit.', 'In a large bowl, combine ground pork, onion, carrots, bread, salt, pepper, garlic powder, paprika, and egg. Mix well.Set Aside.', 'Stuff the mixture into the ampalaya slices.', 'Grease a baking pan, and arrange the stuffed ampalaya.', 'Place inside the oven, and bake for 22 to 26 minutes. Or until the meat is cooked.', 'Transfer to a serving plate.', 'Serve. Share and enjoy!']",,"['onion', 'garlic powder', 'carrots', 'egg', 'bread', 'ground black pepper', 'paprika', 'ground pork', 'ampalaya inches cored inches', 'salt']"
Pumpkin Soup Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/10/Pumpkin-Soup.jpg,"['▢ 1 lb calabaza squash kalabasa, cubed', '▢ 2 cups chicken broth', '▢ 1 1/2 teaspoons salt', '▢ 1 medium onion chopped', '▢ 1 teaspoon garlic powder', '▢ 1/2 cup heavy whipping cream', '▢ 1/2 teaspoon ground black pepper', '▢ 1/2 teaspoon dried parsley']","['Place the calabaza in a baking tray, and then sprinkle ground black pepper and garlic powder on the calabaza.', 'Preheat oven to 350 degrees Fahrenheit and bake the calabaza\xa0for 18 to 20 minutes.', 'Remove the calabaza\xa0from the oven and set aside until it cools down.', 'Place the calabaza\xa0in a blender along with onions and chicken broth, and then blend until smooth.', 'Heat a cooking pot and pour-in the calabaza\xa0puree. Let boil.', 'Add salt and heavy whipping cream, and then cook for 15 minutes.', 'Turn the heat off, and then transfer to a serving bowl.', 'Garnish with dried parsley.', 'Serve hot.', 'Share and enjoy!']",,"['onion', 'garlic powder', 'parsley', 'heavy whipping cream', 'calabaza squash kalabasa', 'ground black pepper', 'chicken broth', 'salt']"
Ginataang Kalabasa at Sitaw with Crab Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/04/Ginataang-Kalabasa-at-Sitaw-with-Crab-750x750.jpg,"['▢ 4 lbs crab alimasag', '▢ 1 lb calabaza squash sliced into cubes', '▢ 1 bunch string beans cut into 2.5 inch length', '▢ 3 1/2 cups coconut milk', '▢ 1 1/2 tablespoons fish sauce', '▢ 1 teaspoon ground black pepper', '▢ 1 onion chopped', '▢ 2 teaspoons garlic minced', '▢ 2 tablespoons cooking oil']","['Heat a cooking pot and pour cooking oil.2 tablespoons cooking oil', 'Saute garlic and onion.2 teaspoons garlic, 1 onion', 'Add fish sauce and coconut milk, and then let boil.1 1/2 tablespoons fish sauce, 3 1/2 cups coconut milk', 'Put-in the ground black pepper, and then cook for 10 minutes in medium heat until the liquid reduces.1 teaspoon ground black pepper', 'Put-in the crabs and stir. Cook for 3 to 5 minutes.4 lbs crab', 'Add the squash (kalabasa). Stir. Cover the pot and then continue cooking for 6 minutes. Note: you can add water if the liquid reduces quickly as expected.1 lb calabaza squash', 'Add the string beans, stir, and then cook for 3 to 5 minutes or until the squash becomes soft enough.1 bunch string beans', 'Turn the heat off and transfer to a serving plate.', 'Serve with hot steamed rice.', 'Share and enjoy!']",,"['onion', 'fish sauce', 'ground black pepper', 'garlic', 'crab alimasag', 'cooking oil', 'calabaza squash', 'string beans inch length', 'coconut milk']"
Onion Rings Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/10/Onion-Rings.jpg,"['▢ 1 large yellow onion sliced', '▢ 1\xa0 1/4 cups all-purpose flour', '▢ 1 teaspoon baking powder', '▢ 1 teaspoon salt', '▢ 1 piece egg beaten', '▢ 1 cup milk', '▢ 1 cup Panko bread crumbs', '▢ 1 teaspoon salt', '▢ 1/4 teaspoon ground black pepper', '▢ 3 cups cooking oil']","['Cooking procedure:', 'Break up the onion slices into rings. Set aside.', 'Combine flour, baking powder, and salt, in a small bowl and mix well.', 'Dredge the onions on the flour mixture and set aside.', 'Meanwhile, make the batter by adding the egg and milk on the flour mixture and whisk.', 'Dip the onions on the batter and allow the extra batter to drip.', 'Place the breadcrumbs in a plastic bag or container and put-in the onions rings.', 'Heat a cooking pot and pour-in cooking oil.', 'When the oil is hot, deep-fry the onion until the color turns golden brown (usually 2 minutes or so).', 'Remove the onion rings from the cooking pot and place in a plate lined with paper towels, to absorb the excess oil.', 'Transfer to a serving plate and serve.', 'Share and enjoy!']",,"['egg', 'yellow onion', 'ground black pepper', 'Panko bread crumbs', 'cooking oil', 'baking powder', 'salt', 'milk', 'all-purpose flour']"
Roasted Cauliflower Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/10/Roasted-Cauliflower.jpg,"['▢ 1 head cauliflower cleaned and separated', '▢ 1/4 cup olive oil', '▢ 2 tablespoons garlic minced', '▢ 1/2 cup parmesan cheese grated', '▢ 2 teaspoons dried parsley flakes', '▢ Salt and ground black pepper to taste']","['In a large mixing bowl, combine cauliflower florets, olive oil, garlic, salt, parsley, and ground black pepper. Toss until all the ingredients are evenly distributed.', 'Preheat oven to 425 degrees Fahrenheit.', 'Transfer the cauliflower in a greased baking tray then bake for 25 minutes. Note: you need to stir each floret in the middle of the roasting time.', 'Sprinkle some Parmesan cheese on top and roast for 4 minutes more.', 'Remove from the oven and transfer on a serving plate.', 'Serve. Share and enjoy!']",,"['head cauliflower', 'olive oil', 'Salt ground black pepper', 'garlic', 'parsley flakes', 'parmesan cheese']"
How to Make Kale Chips,https://panlasangpinoy.com/wp-content/uploads/2011/10/Kale-Chips.jpg,"['▢ 1 bunch kale leaves', '▢ 1 teaspoon salt', '▢ 1/2 teaspoon ground black pepper', '▢ 2 tablespoons apple cider vinegar']","['Tear the leaves from the stalk and place in a ziplock bag.', 'Put-in the salt, pepper, and vinegar in the bag then seal.', 'Shake the bag until all the ingredients are well distributed then refrigerate overnight.', 'Preheat oven to 350 degrees Fahrenheit.', 'Arranged the marinated kale leaves in a baking tray and bake for 20 to 25 minutes.', 'Remove from the oven and transfer to a serving plate.', 'Serve. Share and enjoy!']",,"['kale leaves', 'apple cider vinegar', 'ground black pepper', 'salt']"
Corn and Malunggay Soup Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/10/Corn-and-Malunggay-Soup.jpg,"['▢ 1 1/2 cups white corn shredded', '▢ 1 cup malunggay leaves cleaned', '▢ 2 to 3 cups chicken broth', '▢ 2 teaspoons garlic minced', '▢ 1 small onion chopped', '▢ 2 tablespoons extra virgin olive oil', '▢ salt and pepper to taste']","['Heat a cooking pot then pour-in olive oil.', 'When the oil becomes hot, saute the garlic and onions.', 'Put-in the shredded corn and stir.', 'Pour-in chicken broth and let boil. Simmer for 8 to 10 minutes.', 'Add salt and ground black pepper then cook for 2 minutes more.', 'Put-in the malunggay leaves. Stir and simmer for 2 minutes more.', 'Turn-off heat and transfer to a serving bowl.', 'Serve hot. Share and enjoy!']",,"['onion', 'extra virgin olive oil', 'malunggay leaves', 'garlic', 'white corn', 'chicken broth', 'salt pepper']"
Vegetable Stir-fry Pasta Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/09/Vegetable-Stir-fry-Pasta1.jpg,"['▢ 1 lb. tri-color rotini cooked according to package instructions', '▢ 1 medium onion sliced', '▢ 1 medium red bell pepper julliened', '▢ 1 medium green bell pepper julliened', '▢ 1 cup white mushrooms chopped', '▢ 1 small yellow squash chopped', '▢ 1 1/2 to 2 cups marinara sauce', '▢ salt and pepper to taste']","['Heat a wok and put-in the cooking oil.', 'When the oil becomes hot, put-in the onion and cook for 2 minutes.', 'Add the bell peppers and white mushrooms then stir. Cook for 2 minutes.', 'Add salt, pepper, and yellow squash then stir and cook for 3 to 5 minutes.', 'Put-in the rotini pasta and cook for 2 to 3 minutes.', 'Pour-in the marinara sauce and mix well. Cook for a minute.', 'Serve. Share and enjoy!']",,"['onion', 'marinara sauce', 'tri-color rotini cooked according package instructions', 'green bell pepper julliened', 'white mushrooms', 'salt pepper', 'yellow squash', 'red bell pepper julliened']"
Adobong Labong Recipe,https://panlasangpinoy.com/wp-content/uploads/2015/07/Adobong-Labong1.jpg,"['▢ 2 to 2 1/2 cups bamboo shoot; cut in 1 to 2 inch length', '▢ 1/8 lb pork thinly sliced', '▢ 6 pieces shrimps shelled and deveined', '▢ 2 teaspoons salt', '▢ 1 cup pork or beef broth', '▢ 1/4 cup vinegar', '▢ 3 tablespoons cooking oil', '▢ 1 tablespoon minced garlic', '▢ 1 medium onion minced', '▢ Salt and ground black pepper to taste']","['Pour cooking oil in a wok then apply heat.', 'Sauté garlic and onions', 'Add pork then cook for 5 minutes.', 'Pour-in pork or beef broth and let boil. Cover and simmer for 10 to15 minutes.', 'Add shrimps, bamboo shoots, salt, and ground black pepper. Simmer for 5 minutes.', 'Pour-in vinegar and let boil. Simmer uncovered for 3 to 5 minutes.', 'Transfer to a serving plate then serve.', 'Share and enjoy!']",,"['onion', 'bamboo shoot; in inch length', 'Salt ground black pepper', 'garlic', 'pork', 'cooking oil', 'pork or beef broth', 'salt', 'vinegar', 'shrimps shelled deveined']"
Grilled Chicken Salad,https://panlasangpinoy.com/wp-content/uploads/2011/10/Grilled-Chicken-Salad.jpg,"['▢ 1 lb boneless skinless chicken breast', '▢ 1/2 cup olive oil', '▢ 1/2 cup white wine vinegar', '▢ 1 tablespoon Dijon mustard', '▢ 3 cups mixed greens', '▢ 3/4 cup carrots julienned', '▢ 1 cup grape tomatoes', '▢ 1 teaspoon salt']","['Make the dressing by combining olive oil, white wine vinegar, \xa0Dijon mustard, and salt in a mixing bowl. Stir well.', 'Pour half of the mixture on the chicken breasts and ensure that all sides of the chicken are coated. Marinate for 30 minutes to 1 hour.', 'Toss mixed greens, carrots, and grape tomatoes on the remaining dressing then arrange in a serving plate. Set aside.', 'Grill the chicken for about 5 to 8 minutes per side.', 'Remove from the grill and slice the chicken breasts lengthwise.', 'Arrange the chicken slices on top of the salad.', 'Serve. Share and enjoy!']",,"['olive oil', 'Dijon mustard', 'carrots', 'grape tomatoes', 'mixed greens', 'boneless skinless chicken breast', 'salt', 'white wine vinegar']"
